x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;f(x);y
0.008759192;0.54942168;0.419306967;0.822534624;0.487978966;0.280145244;0.584307229;0.785274159;0.047473261;0.087011616;10.94665145;11.39482831
0.234201866;0.559579487;0.907618645;0.450472364;0.810024343;0.855659536;0.504139178;0.81292702;0.110054775;0.002419763;15.8797668;15.99903268
0.817877517;0.594849006;0.431846746;0.72516208;0.237334944;0.576161675;0.008310827;0.23448704;0.07876286;0.001365863;18.52221866;19.00399897
0.821246264;0.268802775;0.122133862;0.487743712;0.787535061;0.54380701;0.72867153;0.179610897;0.492775569;0.486941544;18.06322489;18.14636579
0.781761164;0.499552051;0.364931544;0.730897251;0.44943485;0.494470583;0.397259234;0.274811746;0.970920001;0.723140221;19.33545546;19.81347263
0.3497675;0.056340324;0.730629602;0.088792108;0.985133002;0.552964909;0.521746002;0.043733774;0.416907021;0.831146178;7.496073678;6.73340071
0.867439536;0.87379227;0.148069592;0.198967262;0.500331857;0.461593713;0.828442123;0.210613683;0.044396765;0.114707201;13.86043615;14.43571661
0.384804181;0.137605963;0.68913214;0.586864852;0.658604888;0.201785751;0.340464276;0.529407805;0.18772699;0.643638243;11.53294625;10.01263358
0.475202928;0.435312518;0.510884472;0.653809899;0.346523123;0.001109821;0.62462065;0.919727491;0.101716151;0.939489589;14.32395659;13.83100773
0.197340476;0.422640775;0.973910514;0.064476254;0.481595882;0.471174658;0.793466348;0.122756303;0.278913358;0.936393947;10.13490425;9.430183661
0.367279791;0.950226624;0.187526993;0.720418363;0.281661887;0.823733257;0.61927761;0.215604927;0.880468123;0.886599937;19.4610256;17.68810008
0.964871897;0.841832359;0.393472796;0.879312967;0.498156277;0.079561583;0.298325774;0.266895644;0.356517203;0.225529306;17.07283178;17.57301785
0.102983692;0.564657159;0.650303155;0.187958238;0.345155006;0.697987711;0.277076095;0.309069911;0.560342944;0.916154972;5.873884793;5.715781922
0.69852966;0.054449568;0.34140824;0.814476665;0.590848531;0.254953012;0.326471213;0.668327735;0.724638168;0.25022792;12.79408828;10.93970529
0.46359666;0.969466929;0.832988795;0.476366249;0.139559382;0.497306603;0.898808175;0.760263136;0.12439015;0.351691257;17.55321424;18.83868606
0.068480951;0.359909014;0.051307754;0.066579281;0.52856342;0.224216473;0.494102633;0.160132121;0.091220032;0.557066046;8.108636611;9.064976917
0.251716359;0.545558646;0.580807004;0.178930996;0.020937235;0.618963495;0.359699893;0.259823207;0.948103575;0.624003573;6.206225111;6.334554693
0.257447512;0.410989216;0.662514743;0.757947639;0.130653881;0.539716142;0.700489092;0.020725716;0.81656798;0.285556463;12.02415033;12.0997243
0.318830734;0.171758045;0.798088772;0.635234464;0.948378927;0.752611651;0.475591988;0.044015994;0.849271117;0.810230548;14.58329454;14.67213899
0.101030221;0.223941026;0.043368167;0.270197752;0.399997233;0.551227754;0.462564523;0.403743078;0.941961281;0.7658941;9.582397375;10.78786497
0.878654149;0.450611046;0.275328606;0.61567995;0.386279846;0.243702332;0.714954477;0.939245374;0.547587855;0.989345796;18.56803324;17.44501984
0.917381248;0.445198242;0.367705717;0.212861911;0.074934512;0.215264362;0.178571553;0.718323847;0.695477825;0.628172415;12.44226646;12.18161755
0.736446159;0.01278166;0.892557237;0.315147005;0.679039955;0.450346397;0.558178326;0.240456883;0.370011411;0.948867841;9.924368652;10.68147761
0.56300397;0.383356026;0.78557091;0.513184063;0.128596731;0.962389282;0.723315303;0.90825736;0.286307348;0.409265983;13.67861795;12.05323525
0.017039932;0.731153042;0.752265663;0.412094327;0.571930411;0.454124542;0.888178942;0.363176396;0.79642218;0.097051978;8.644659387;7.964559796
0.434343171;0.111303264;0.933272807;0.201187023;0.411981332;0.420757003;0.847981733;0.433796129;0.84925298;0.126767113;9.339217021;8.797626795
0.933395847;0.808613596;0.45870478;0.484938468;0.280125071;0.862955686;0.114287692;0.003401918;0.568387284;0.168939397;13.24873375;14.16655645
0.533163794;0.517806224;0.862721862;0.939559331;0.444277916;0.674557925;0.87737754;0.630447692;0.3514339;0.011033476;21.87428614;23.93416593
0.031478856;0.726262378;0.130239176;0.350105284;0.842558488;0.229305685;0.139627198;0.273764399;0.524336412;0.864083787;11.16591734;11.20520893
0.683017834;0.886260598;0.22218754;0.41767747;0.663646009;0.471957797;0.970904638;0.48076627;0.990656463;0.050562812;18.49607206;19.62769182
0.815629778;0.584947975;0.820691513;0.627445018;0.226130834;0.021118692;0.340245164;0.744783606;0.326199738;0.108055746;19.43610007;19.37258899
0.481602431;0.75823451;0.350232449;0.02682613;0.277711647;0.343926866;0.618350787;0.590232041;0.506785567;0.277610003;11.22162396;10.38007957
0.546174657;0.756666115;0.327023702;0.329783544;0.728656269;0.491320633;0.012374064;0.995118299;0.640391396;0.597944519;17.17063888;17.02621378
0.927156926;0.600959751;0.00111107;0.816864554;0.087883996;0.082432278;0.509912687;0.470181119;0.880531285;0.110960806;23.42493386;21.88246086
0.271728565;0.335073785;0.799650356;0.926247093;0.462537245;0.666117653;0.72354681;0.253487025;0.055216179;0.248753147;16.19251008;16.48959917
0.641880282;0.63117443;0.081569325;0.815309385;0.690864635;0.610907262;0.752009966;0.250188698;0.802610356;0.187173524;24.66830954;24.74104908
